radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,641,1,2022,12075,8,32.591516,0.407052,150,5,1,1466012428,1466012428,-109
UMTS,641,1,2710,41191,308,32.661766,0.849668,0,1,1,1466012429,1466012429,-116
UMTS,641,1,2700,41194,506,32.661928,0.849325,8,2,1,1466012429,1466012429,-110
UMTS,641,1,2610,12836,22,32.601803,0.436031,297,8,1,1466012435,1466012435,-94
UMTS,641,1,2610,11646,89,32.606457,0.454586,173,6,1,1466012435,1466012435,-99
UMTS,641,1,2610,13118,59,32.605872,0.468835,137,4,1,1466012435,1466012435,-109
GSM,641,10,184,961,,31.542648,2.258956,0,1,1,1466017415,1466017415,
UMTS,641,10,6010,203878,,32.325508,2.246484,0,1,1,1466018076,1466018076,
UMTS,641,10,6003,396032,,32.571167,0.315708,0,1,1,1466057224,1466057224,
LTE,641,10,31,220929,152,32.585405,0.319726,237,12,1,1466060769,1472188043,
LTE,641,10,31,204292,241,32.595205,0.318524,64,5,1,1466060769,1472314154,
LTE,641,10,31,204293,240,32.593186,0.316749,0,1,1,1466060769,1466060769,
GSM,641,10,152,9032,,32.639047,0.308234,0,1,1,1466078989,1466078989,
GSM,641,10,121,9172,,32.642852,0.306392,0,1,1,1466078988,1466078988,
GSM,641,10,130,625,,32.600299,0.328087,0,1,1,1466078988,1466078988,
GSM,641,10,143,10342,,32.606952,0.327416,0,1,1,1466078988,1466078988,
GSM,641,10,130,15342,,32.601324,0.328227,0,1,1,1466078988,1466078988,
GSM,641,10,152,2202,,32.636197,0.31244,0,1,1,1466078989,1466078989,
GSM,641,10,130,19111,,32.601544,0.328076,0,1,1,1466078988,1466078988,
GSM,641,10,130,15341,,32.601833,0.32807,0,1,1,1466078988,1466078988,
GSM,641,10,152,17492,,32.683154,0.349609,0,1,1,1466078989,1466078989,
GSM,641,10,152,16873,,32.638595,0.309066,0,1,1,1466078989,1466078989,
GSM,641,10,152,3412,,32.68311,0.349395,0,1,1,1466078989,1466078989,
GSM,641,10,152,1513,,32.642787,0.306734,0,1,1,1466078989,1466078989,
GSM,641,10,121,16932,,32.642679,0.306667,0,1,1,1466078988,1466078988,
GSM,641,10,152,10101,,32.63638,0.311915,34,2,1,1466078989,1467325668,
GSM,641,10,152,10032,,32.636023,0.312676,0,1,1,1466078989,1466078989,
GSM,641,10,152,14071,,32.683154,0.349609,0,1,1,1466078989,1466078989,
GSM,641,10,152,1514,,32.642206,0.306631,0,1,1,1466078989,1466078989,
GSM,641,10,152,16871,,32.63816,0.310294,0,1,1,1466078989,1466078989,
GSM,641,10,152,10102,,32.63995,0.307503,0,1,1,1466078989,1466078989,
GSM,641,10,152,1511,,32.641643,0.307028,0,1,1,1466078988,1466078988,
GSM,641,10,143,12163,,32.601083,0.328073,0,1,1,1466078988,1466078988,
UMTS,641,1,2700,19747149,435,32.312555,0.227181,6104,61,1,1466103276,1470914199,-100
UMTS,641,1,4022,144258,60,32.46768,0.275146,400,15,1,1466103277,1470914200,-94
UMTS,641,1,2700,19747147,430,32.31275,0.23833,5463,83,1,1466103276,1468006174,-97
UMTS,641,1,2700,19749979,463,32.374481,0.244234,2727,103,1,1466103277,1470914199,-98
UMTS,641,1,4022,143806,73,32.453703,0.282763,430,13,1,1466103277,1470914200,-102
UMTS,641,1,2610,275382,490,32.508835,0.299969,0,1,1,1466103278,1466103278,-104
GSM,641,1,1192,23631,,32.280924,0.253926,479,10,1,1466103280,1466103280,-94
UMTS,641,1,2700,19749967,396,32.295044,0.23372,5958,82,1,1466103279,1470914199,-103
UMTS,641,1,2700,19747837,138,32.254436,0.17405,9239,35,1,1466103279,1470914199,-104
UMTS,641,1,2700,19750497,261,32.211883,0.25873,119,5,1,1466103279,1466103279,-100
GSM,641,1,1192,24171,,32.29314,0.250534,989,5,1,1466103280,1466103280,-95
UMTS,641,1,2700,19750511,358,32.245113,0.25656,5506,93,1,1466103279,1468006166,-95
UMTS,641,1,4022,77939,157,32.52605,0.319041,1450,4,1,1466103280,1472040550,-102
GSM,641,1,3011,11292,,32.529983,0.335791,426,12,1,1466103281,1470914201,-87
UMTS,641,1,2700,19749978,471,32.395186,0.252534,1958,130,1,1466103277,1470914199,-97
UMTS,641,1,2610,274842,60,32.453352,0.28391,33,3,1,1466103277,1470914200,-112
UMTS,641,1,4022,142571,476,32.486379,0.283508,467,12,1,1466103277,1466103277,-105
UMTS,641,1,2700,19757748,471,32.407983,0.258604,207,7,1,1466103277,1466103277,-115
UMTS,641,1,2700,19757749,463,32.359874,0.24041,3033,38,1,1466103276,1466103277,-101
UMTS,641,1,2700,19757447,430,32.349176,0.239146,224,5,1,1466103276,1466103277,-109
UMTS,641,1,2700,19750512,262,32.20595,0.249844,1862,49,1,1466103279,1466103279,-91
GSM,641,1,1192,20813,,32.271842,0.255887,182,5,1,1466103279,1466103279,-101
GSM,641,11,1008,7121,,32.275968,0.256158,246,7,1,1466103279,1466103280,-95
UMTS,641,1,2700,19750501,262,32.26339,0.248828,8023,26,1,1466103279,1468006166,-110
GSM,641,1,3011,11293,,32.530851,0.337,287,17,1,1466103281,1470914201,-89
GSM,641,1,3013,13623,,32.533652,0.339964,113,6,1,1466103281,1468006176,-83
UMTS,641,1,2700,19757449,435,32.329484,0.220313,107,4,1,1466103276,1466103276,-103
GSM,641,1,4011,12171,,32.515403,0.310141,34,2,1,1466103278,1466103278,-87
UMTS,641,1,4022,192877,157,32.520022,0.317536,1580,34,1,1466103278,1468006176,-101
UMTS,641,1,2700,19750509,359,32.202728,0.252114,2732,178,1,1466103279,1468006166,-91
UMTS,641,1,2022,126677,217,32.572301,0.353667,0,1,1,1466103282,1466103282,-112
UMTS,641,1,4022,144256,44,32.476997,0.278924,752,32,1,1466103277,1470914200,-93
GSM,641,1,1192,24161,,32.286985,0.252586,1122,22,1,1466103280,1468006164,-100
UMTS,641,1,2700,19750507,357,32.247154,0.255658,6799,278,1,1466103279,1468006175,-95
GSM,641,11,1008,7123,,32.177328,0.177792,14196,10,1,1466103280,1470420819,-102
UMTS,641,1,2020,76678,57,32.56374,0.349715,244,6,1,1466103282,1466103282,-103
GSM,641,1,4011,11791,,32.5243,0.327161,142,4,1,1466103280,1466103281,-96
UMTS,641,1,2700,19757448,431,32.340981,0.227227,1506,29,1,1466103276,1466103276,-103
GSM,641,1,1192,20811,,32.271842,0.255887,182,5,1,1466103279,1466103279,-99
UMTS,641,1,2020,76818,421,32.568146,0.351258,415,15,1,1466103282,1472325185,-105
GSM,641,1,5012,10621,,32.529575,0.333378,2719,21,1,1466103281,1472040329,-83
LTE,641,10,37,219648,234,32.476079,0.069945,0,1,1,1466184023,1466184023,
GSM,641,10,182,5702,,32.169945,1.985932,5029,4,1,1466190345,1472676051,
UMTS,641,10,6007,433361,0,32.458795,0.072312,194,3,1,1466255271,1471023856,
UMTS,641,1,2710,19842373,456,33.938026,0.228661,0,1,1,1466255271,1466255271,
UMTS,641,1,2710,19842123,115,33.938026,0.228661,0,1,1,1466255271,1466255271,
UMTS,641,10,6010,213680,43,34.183188,1.073308,0,1,1,1466255271,1466255271,
UMTS,641,1,2710,19842376,456,33.938026,0.228661,0,1,1,1466255271,1466255271,
UMTS,641,1,2710,19842126,115,33.938026,0.228661,0,1,1,1466255271,1466255271,
GSM,641,10,121,3353,,32.604611,0.277765,20,10,1,1466330718,1467950855,
GSM,641,10,121,2183,,32.604568,0.277775,24,9,1,1466330718,1467950855,
UMTS,641,10,6005,82914,363,32.615543,0.265961,0,1,1,1466330825,1466330825,
UMTS,641,10,6005,68887,245,32.604691,0.277363,56,2,1,1466348889,1467274112,
GSM,641,10,172,5882,,34.113226,0.460193,0,1,1,1466352331,1466352331,
GSM,641,10,172,5842,,34.113226,0.460193,0,1,1,1466352331,1466352331,
UMTS,641,1,2025,226845,,32.461514,0.053838,0,1,1,1466356110,1466356110,
UMTS,641,10,6010,212461,112,33.21594,0.461197,55,5,1,1466356110,1470471865,
UMTS,641,10,6010,202568,34,33.217992,0.446755,194,3,1,1466356110,1472364768,
LTE,641,10,37,490755,238,32.476432,0.066555,2,3,1,1458569816,1467799621,
UMTS,641,10,6008,150210,8,32.563531,0.348559,2,2,1,1466363326,1468476412,
UMTS,641,1,2600,208909,100,32.655032,0.354353,0,1,1,1466406423,1466406423,
UMTS,641,1,2600,258915,100,32.655087,0.35409,0,1,1,1466406423,1466406423,
GSM,641,11,1007,7331,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7726,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7333,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7332,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7809,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7335,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
GSM,641,11,1007,7336,,30.656308,-0.604939,0,1,1,1466424627,1466424627,
UMTS,641,1,2700,19746789,,32.258235,-0.256863,0,1,1,1466498831,1466498831,
UMTS,641,14,303,206795,,32.553902,0.332739,0,1,1,1466498831,1466498831,
UMTS,641,1,2700,19746792,,32.284071,-0.310264,0,1,1,1466498831,1466498831,
UMTS,641,14,302,152200,,32.818133,0.254348,0,1,1,1466498831,1466498831,
GSM,641,14,1050,21132,,32.964385,0.160197,0,1,1,1466498873,1466498873,
UMTS,641,1,2600,209946,369,32.754479,0.355586,0,1,1,1466507794,1466507794,
UMTS,641,1,2600,209233,360,32.760972,0.351482,185,2,1,1466507794,1472375534,
UMTS,641,1,2710,19842441,172,32.768506,0.35068,767,3,1,1466507794,1472375534,
UMTS,641,1,2600,209944,377,32.751757,0.357875,289,8,1,1466507794,1472325185,-91
UMTS,641,1,2600,209207,67,32.75901,0.351397,0,1,1,1466507794,1466507794,
UMTS,641,1,2600,209205,51,32.766655,0.351165,921,13,1,1466507794,1472375534,-100
UMTS,641,1,2600,210872,141,32.766412,0.375985,4,2,1,1466507794,1468692763,
UMTS,641,1,2600,209192,243,32.766334,0.376087,14,2,1,1466507793,1468692763,
UMTS,641,1,2600,209203,59,32.760945,0.350906,77,4,1,1466507794,1472325185,-100
UMTS,641,1,2710,19842477,511,32.766424,0.375889,5,2,1,1466507794,1468692763,
UMTS,641,1,2600,210875,141,32.766286,0.375928,14,2,1,1466507794,1468692763,
UMTS,641,1,2600,209176,200,32.756376,0.354101,227,10,1,1466507793,1472325185,-102
UMTS,641,1,2600,209195,243,32.766225,0.376033,3,2,1,1466507793,1468692763,
UMTS,641,1,2600,209202,51,32.763118,0.35124,445,13,1,1466507794,1472375534,-97
UMTS,641,1,2600,19842477,511,32.766357,0.3757,0,1,1,1466507794,1466507794,
UMTS,641,1,2600,209204,67,32.759096,0.351124,0,1,1,1466507794,1466507794,
UMTS,641,1,2600,209236,360,32.758835,0.351648,30,2,1,1466507794,1472325185,
UMTS,641,1,2600,209943,369,32.753452,0.356885,141,6,1,1466507794,1472325185,-93
GSM,641,10,152,6473,,32.632074,0.347352,0,1,1,1466519904,1466519904,
LTE,641,10,35,87811,165,32.606411,0.316054,295,5,1,1466593579,1472314154,
LTE,641,10,37,107011,442,32.505686,0.09821,0,1,1,1466593579,1466593579,
LTE,641,10,35,87808,167,32.605085,0.31931,420,7,1,1466593579,1472314154,
UMTS,641,10,6010,197796,45,34.182781,0.697369,70,5,1,1466599017,1471296117,
UMTS,641,10,6010,204058,50,34.164578,0.704078,0,1,1,1466599018,1466599018,
UMTS,641,10,6010,197797,46,34.171354,0.702925,3,2,1,1466599018,1467184026,
UMTS,641,10,6010,204059,48,34.170889,0.702597,0,1,1,1466599018,1466599018,
UMTS,641,10,6010,197793,45,34.185553,0.69619,9,2,1,1466599017,1468922805,
UMTS,641,10,6010,210005,14,34.186792,0.690761,234,3,1,1466599019,1468922805,
UMTS,641,10,6005,68805,179,32.61459,0.272606,144,2,1,1466658418,1466669567,
GSM,641,10,151,16643,,32.604587,0.277931,0,1,1,1466658446,1466658446,
GSM,641,10,121,41,,32.604599,0.277749,5,6,1,1466658446,1467950855,
UMTS,641,1,2620,275989,88,32.615161,0.326954,0,1,1,1466680519,1466680519,
UMTS,641,1,2620,277799,333,32.61537,0.326825,0,1,1,1466680519,1466680519,
UMTS,641,10,6001,80876,,32.597349,0.326287,0,1,1,1466680519,1466680519,
UMTS,641,1,2630,19878631,,30.99744,0.503317,0,1,1,1466680519,1466680519,
UMTS,641,1,2620,277802,333,32.615408,0.326881,0,1,1,1466680519,1466680519,
UMTS,641,10,6001,394978,376,32.587602,0.303634,9,2,1,1466680520,1471888368,
UMTS,641,10,6001,80884,,32.597546,0.326884,0,1,1,1466680520,1466680520,
UMTS,641,1,2630,19878634,,30.995627,0.504417,0,1,1,1466680519,1466680519,
UMTS,641,10,6001,394964,101,32.595198,0.317952,2,2,1,1466680520,1472213310,
UMTS,641,10,6003,410096,,32.589754,0.330471,0,1,1,1466680532,1466680532,
UMTS,641,10,6001,411643,95,32.590325,0.311382,1,2,1,1466680524,1471888368,
UMTS,641,10,6001,411642,,32.592035,0.313055,0,1,1,1466680524,1466680524,
UMTS,641,10,6001,410103,,32.588069,0.333625,0,1,1,1466680523,1466680523,
UMTS,641,10,6003,398068,,32.587174,0.330019,31,2,1,1466680527,1469512107,
UMTS,641,10,6001,398654,,32.601056,0.32467,0,1,1,1466680522,1466680522,
UMTS,641,10,6001,411638,,32.591747,0.312754,0,1,1,1466680524,1466680524,
UMTS,641,10,6001,409922,,32.595815,0.323606,0,1,1,1466680523,1466680523,
UMTS,641,10,6001,397926,119,32.583538,0.318566,174,3,1,1466680521,1472364764,
UMTS,641,10,6001,398653,,32.59954,0.319828,0,1,1,1466680522,1466680522,
UMTS,641,10,6003,406235,,32.587287,0.328928,9,3,1,1466680530,1469512107,
UMTS,641,10,6001,397827,,32.592432,0.317658,0,1,1,1466680521,1466680521,
UMTS,641,10,6003,398071,,32.587144,0.330646,0,1,1,1466680527,1466680527,
UMTS,641,10,6001,398646,407,32.59916,0.320518,2,2,1,1466680522,1472213310,
UMTS,641,10,6001,407315,,32.585445,0.323981,93,2,1,1466680522,1468476412,
UMTS,641,10,6003,398072,244,32.587236,0.329461,8,2,1,1466680528,1467671880,
UMTS,641,10,6001,406226,,32.586678,0.322074,0,1,1,1466680522,1466680522,
UMTS,641,10,6001,411639,,32.590209,0.311136,0,1,1,1466680524,1466680524,
UMTS,641,10,6003,395596,,32.595638,0.318605,344,3,1,1466680526,1468476412,
UMTS,641,10,6003,409962,39,32.582835,0.336929,43,3,1,1466680531,1471962582,
UMTS,641,10,6001,397935,111,32.583861,0.321038,176,3,1,1466680521,1472364764,
UMTS,641,10,6001,397829,237,32.588422,0.315668,8,4,1,1466680521,1468004739,
UMTS,641,10,6001,397917,,32.586079,0.316947,0,1,1,1466680521,1466680521,
UMTS,641,10,6003,394982,,32.584941,0.307223,0,1,1,1466680525,1466680525,
UMTS,641,10,6003,399147,,32.583562,0.305961,7,2,1,1466680529,1469520461,
UMTS,641,10,6003,394964,,32.597977,0.318579,0,1,1,1466680524,1466680524,
UMTS,641,10,6001,411641,,32.59147,0.312516,325,2,1,1466680524,1470708952,
UMTS,641,10,6001,394979,376,32.584813,0.307172,2,2,1,1466680520,1471888368,
UMTS,641,10,6008,146641,,32.54497,0.402383,0,1,1,1466680544,1466680544,
UMTS,641,10,6005,70202,,32.609431,0.31394,32,3,1,1466680536,1469512108,
UMTS,641,10,6003,398069,,32.586747,0.329305,30,2,1,1466680527,1469512107,
UMTS,641,10,6003,132721,,32.590993,0.34237,0,1,1,1466680524,1466680524,
UMTS,641,10,6005,67625,,32.617466,0.333317,0,1,1,1466680534,1466680534,
UMTS,641,10,6005,68975,,32.610548,0.311712,0,1,1,1466680536,1466680536,
UMTS,641,10,6007,410975,,32.513773,0.312405,0,1,1,1466680541,1466680541,
UMTS,641,10,6005,67764,,32.611225,0.309002,0,1,1,1466680534,1466680534,
UMTS,641,10,6007,410346,,32.512468,0.315144,0,1,1,1466680541,1466680541,
UMTS,641,10,6005,79025,,32.610342,0.310713,0,1,1,1466680538,1466680538,
UMTS,641,10,6008,131140,,32.566938,0.346804,49,3,1,1466680542,1468476412,
UMTS,641,10,6005,79214,,32.610165,0.303675,0,1,1,1466680538,1466680538,
UMTS,641,10,6005,80885,,32.599245,0.327127,0,1,1,1466680539,1466680539,
UMTS,641,10,6003,394905,,32.574148,0.330658,15,2,1,1466680524,1467400176,
UMTS,641,10,6005,132714,,32.593102,0.343148,0,1,1,1466680541,1466680541,
UMTS,641,10,6005,82466,,32.598689,0.317454,208,2,1,1466680539,1468476412,
UMTS,641,10,6005,67756,,32.611493,0.306383,0,1,1,1466680534,1466680534,
UMTS,641,10,6005,67765,,32.611781,0.306543,0,1,1,1466680535,1466680535,
UMTS,641,10,6008,132721,,32.593618,0.343438,0,1,1,1466680542,1466680542,
UMTS,641,10,6008,146640,,32.541743,0.406171,0,1,1,1466680544,1466680544,
UMTS,641,10,6009,140433,,30.080035,0.177354,0,1,1,1466680546,1466680546,
UMTS,641,10,6009,137357,,31.108477,0.481479,0,1,1,1466680546,1466680546,
UMTS,641,10,6009,137360,,31.125533,0.480269,0,1,1,1466680546,1466680546,
UMTS,641,10,6009,149031,,30.080601,0.176119,0,1,1,1466680546,1466680546,
UMTS,641,10,6009,147574,,30.085418,0.171352,0,1,1,1466680546,1466680546,
UMTS,641,10,6009,137373,103,30.741708,0.648166,37753,79,1,1466680546,1470719365,-87
UMTS,641,10,6009,137353,,31.112481,0.478722,0,1,1,1466680545,1466680545,
GSM,641,10,134,15027,,32.58708,0.308298,0,1,1,1466680947,1466680947,
GSM,641,10,134,2383,,32.598926,0.316485,0,1,1,1466680947,1466680947,
GSM,641,10,115,7011,,29.773857,-0.017964,0,1,1,1466680944,1466680944,
GSM,641,10,134,15025,,32.589102,0.310077,0,1,1,1466680947,1466680947,
GSM,641,10,121,2322,,32.595096,0.299878,0,1,1,1466680945,1466680945,
GSM,641,10,130,1601,,32.608157,0.326021,0,1,1,1466680945,1466680945,
GSM,641,10,130,4661,,32.606533,0.314789,0,1,1,1466680945,1466680945,
GSM,641,10,134,15026,,32.589577,0.310495,0,1,1,1466680947,1466680947,
GSM,641,1,1151,20461,,30.676373,0.601667,0,1,1,1466680943,1466680943,
GSM,641,10,1210,40272,,32.470765,0.941249,0,1,1,1466680954,1466680954,
GSM,641,10,1004,11446,,29.773857,-0.017964,0,1,1,1466680954,1466680954,
GSM,641,10,134,18422,,32.59095,0.312008,0,1,1,1466680948,1466680948,
GSM,641,10,146,14052,,32.552734,0.387613,234,2,1,1466680950,1472676051,
GSM,641,10,511,10622,,31.164352,0.491303,0,1,1,1466680953,1466680953,
GSM,641,10,511,10623,,31.155549,0.492636,0,1,1,1466680953,1466680953,
GSM,641,10,145,5056,,32.576246,0.333081,126,2,1,1466680950,1467399962,
GSM,641,10,1210,40263,,32.470765,0.941249,0,1,1,1466680954,1466680954,
GSM,641,10,511,15871,,31.165518,0.49146,0,1,1,1466680954,1466680954,
GSM,641,10,142,7473,,32.553213,0.386938,142,2,1,1466680949,1472676051,
GSM,641,10,511,15837,,31.28964,0.496893,0,1,1,1466680954,1466680954,
GSM,641,10,511,15833,,31.28964,0.496893,0,1,1,1466680953,1466680953,
GSM,641,10,511,6281,,31.151766,0.49457,0,1,1,1466680953,1466680953,
GSM,641,10,146,996,,32.553873,0.386045,0,1,1,1466680950,1466680950,
GSM,641,10,511,15836,,31.28964,0.496893,0,1,1,1466680953,1466680953,
GSM,641,10,1210,40262,,32.470765,0.941249,0,1,1,1466680954,1466680954,
GSM,641,10,511,15835,,31.28964,0.496893,0,1,1,1466680953,1466680953,
GSM,641,10,511,11853,,31.28964,0.496893,0,1,1,1466680953,1466680953,
GSM,641,10,146,17152,,32.553945,0.385894,0,1,1,1466680950,1466680950,
GSM,641,10,206,12395,,32.533094,0.631031,0,1,1,1466680951,1466680951,
GSM,641,10,511,6283,,31.156954,0.493426,0,1,1,1466680953,1466680953,
GSM,641,10,511,7181,,31.179351,0.487423,0,1,1,1466680953,1466680953,
GSM,641,10,511,10621,,31.160182,0.492254,0,1,1,1466680953,1466680953,
GSM,641,10,142,8021,,32.554062,0.385645,0,1,1,1466680949,1466680949,
GSM,641,10,142,17025,,32.554062,0.385645,0,1,1,1466680950,1466680950,
GSM,641,10,511,15831,,31.28964,0.496893,0,1,1,1466680953,1466680953,
GSM,641,10,510,9201,,30.630513,0.580628,48419,88,1,1466680953,1470719372,-73
UMTS,641,10,6008,149939,473,32.631288,0.380433,54,5,1,1466686818,1472814477,
UMTS,641,10,6007,405205,299,32.475994,0.066074,944,5,1,1466711159,1471467058,
UMTS,641,1,2710,19842840,166,34.103158,0.462497,0,1,1,1466748418,1466748418,
UMTS,641,1,2620,323366,254,32.632288,0.341809,0,1,1,1466748418,1466748418,
UMTS,641,1,2710,19842927,212,34.104065,0.460719,0,1,1,1466748418,1466748418,
UMTS,641,1,2710,19842837,166,34.103433,0.460887,0,1,1,1466748418,1466748418,
UMTS,641,1,2620,273049,107,32.605176,0.328235,0,1,1,1466748418,1466748418,
UMTS,641,1,2700,19768222,224,32.517271,0.528377,0,1,1,1466748418,1466748418,
GSM,641,1,1263,50962,,34.104563,0.459702,0,1,1,1466748452,1466748452,
GSM,641,1,1263,50963,,34.104517,0.459783,0,1,1,1466748452,1466748452,
GSM,641,1,1263,52221,,34.104808,0.459615,0,1,1,1466748452,1466748452,
LTE,641,10,31,28165,125,32.582606,0.313604,138,4,1,1466762739,1472125844,
LTE,641,10,33,422144,261,32.593762,0.315122,791,8,1,1466773574,1472314154,
LTE,641,10,33,422148,263,32.601311,0.316354,311,4,1,1466773574,1472314154,
LTE,641,10,37,130819,372,32.563241,0.255717,154,2,1,1466777206,1467504373,
LTE,641,10,37,468740,318,32.569527,0.287807,0,1,1,1466777206,1466777206,
UMTS,641,10,6010,203053,,34.719651,1.842596,8,3,1,1466811249,1466811485,
UMTS,641,10,6005,82843,,32.596546,0.278909,102,9,1,1466820439,1469646924,
GSM,641,10,302,6646,,31.873393,-0.150147,0,1,1,1466820478,1466820478,
UMTS,641,10,6007,409077,99,32.460959,0.070279,110,3,1,1466838402,1471023856,
UMTS,641,10,6005,70016,,32.594886,0.292483,0,1,1,1466845627,1466845627,
UMTS,641,10,6003,399868,441,32.559451,0.311832,0,1,1,1466863717,1466863717,
GSM,641,18,10001,11026,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11402,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11042,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11021,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11024,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11023,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11022,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,18,10001,11045,,32.456101,0.045525,0,1,1,1466877922,1466877922,
GSM,641,1,2013,14901,,32.773071,0.378556,0,1,1,1466953526,1466953526,
GSM,641,1,2013,14261,,32.773071,0.378556,0,1,1,1466953526,1466953526,
GSM,641,1,4011,11793,,32.536549,0.311801,0,1,1,1466967961,1466967961,
GSM,641,1,4011,13242,,32.528714,0.301318,0,1,1,1466967961,1466967961,
GSM,641,1,4011,12172,,32.529413,0.301028,0,1,1,1466967961,1466967961,
GSM,641,1,4011,13241,,32.528672,0.301335,0,1,1,1466967961,1466967961,
GSM,641,1,4011,11792,,32.53761,0.312021,145,3,1,1466967961,1472040329,
UMTS,641,1,2020,75562,88,32.558059,0.317899,0,1,1,1466968164,1466968164,
UMTS,641,1,2020,75960,317,32.544885,0.313134,0,1,1,1466968164,1466968164,
UMTS,641,1,2620,273039,444,32.597558,0.319997,0,1,1,1466968164,1466968164,
UMTS,641,1,2620,324098,78,32.616406,0.335099,501,5,1,1466968164,1472443983,
UMTS,641,1,2620,273128,336,32.609585,0.327962,861,2,1,1466968164,1472296105,
UMTS,641,1,2620,275508,31,32.597558,0.319997,0,1,1,1466968164,1466968164,
UMTS,641,1,2620,275988,80,32.614158,0.330432,0,1,1,1466968164,1466968164,
UMTS,641,1,2620,272148,268,32.5969,0.319455,0,1,1,1466968164,1466968164,
UMTS,641,10,6003,398073,,32.579793,0.331143,0,1,1,1467030223,1467030223,
UMTS,641,14,300,76620,,32.632673,0.341101,0,1,1,1467060899,1467060899,
UMTS,641,10,6005,82836,,32.597578,0.282015,934,4,1,1467086801,1468745213,
UMTS,641,10,6003,396047,,32.592833,0.282363,0,1,1,1467086801,1467086801,
UMTS,641,1,2600,209245,244,32.73878,0.35093,0,1,1,1467101252,1467101252,
GSM,641,10,202,13666,,32.846956,0.646255,0,1,1,1467155094,1467155094,
GSM,641,10,202,13665,,32.846956,0.646255,0,1,1,1467155094,1467155094,
GSM,641,10,202,13663,,32.847191,0.646654,0,1,1,1467155094,1467155094,
GSM,641,10,202,13667,,32.832526,0.619237,0,1,1,1467155094,1467155094,
UMTS,641,10,6005,73836,214,32.644209,0.322503,0,1,1,1467156027,1467156027,
UMTS,641,10,6010,199394,,32.848147,0.647504,0,1,1,1467156340,1467156340,
UMTS,641,10,6005,78999,,32.626069,0.331076,0,1,1,1467156339,1467156339,
UMTS,641,10,6009,132625,,29.675062,-1.277056,0,1,1,1467204892,1467204892,
UMTS,641,10,6009,134714,,29.993494,-1.249023,0,1,1,1467204892,1467204892,
UMTS,641,10,6009,131338,,29.994783,-1.294073,0,1,1,1467204891,1467204891,
UMTS,641,10,6009,132629,,29.683038,-1.282325,0,1,1,1467204892,1467204892,
UMTS,641,10,6009,131334,,29.995054,-1.293892,0,1,1,1467204891,1467204891,
UMTS,641,10,6009,134717,,29.992494,-1.248453,0,1,1,1467204892,1467204892,
GSM,641,10,1004,12097,,29.67091,-1.273461,0,1,1,1467205207,1467205207,
GSM,641,10,1003,11763,,29.682372,-1.256456,0,1,1,1467205207,1467205207,
GSM,641,10,1003,13112,,29.684941,-1.24254,0,1,1,1467205207,1467205207,
GSM,641,10,1003,1557,,29.671858,-1.273974,0,1,1,1467205207,1467205207,
GSM,641,10,1003,11766,,29.708879,-1.262607,0,1,1,1467205207,1467205207,
GSM,641,10,1003,11765,,29.677442,-1.175711,0,1,1,1467205207,1467205207,
GSM,641,10,1003,1553,,29.673105,-1.275161,0,1,1,1467205207,1467205207,
GSM,641,10,1003,11767,,29.682062,-1.261294,0,1,1,1467205207,1467205207,
UMTS,641,10,6003,399107,29,32.593574,0.301203,15,4,1,1467270409,1469438262,
UMTS,641,10,6003,410513,257,32.593455,0.300779,0,1,1,1467270409,1467270409,
UMTS,641,10,6007,395482,123,32.577256,0.315714,0,1,1,1467313502,1467313502,
UMTS,641,1,2620,273365,292,32.632069,0.347799,10,2,1,1467360433,1467954453,
GSM,641,1,4011,12923,,32.539786,0.297437,0,1,1,1467396188,1467396188,
GSM,641,10,190,18442,,32.341854,2.816289,0,1,1,1467399962,1467399962,
GSM,641,10,135,115,,32.573923,0.322603,0,1,1,1467399962,1467399962,
GSM,641,10,190,18447,,32.339714,2.815518,0,1,1,1467399962,1467399962,
GSM,641,10,135,865,,32.574062,0.323678,0,1,1,1467399962,1467399962,
GSM,641,10,140,10023,,32.574072,0.324135,0,1,1,1467399962,1467399962,
GSM,641,10,140,10022,,32.574049,0.323547,0,1,1,1467399962,1467399962,
GSM,641,10,140,16393,,32.57364,0.32223,0,1,1,1467399962,1467399962,
GSM,641,10,207,10977,,32.517831,0.734978,3982,9,1,1467399962,1472676052,-93
